Tenure Months,Monthly Charges,Total Charges,Gender,Senior Citizen,Partner,Dependents,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Actual Churn,Churn Probability,Risk Level,Recommendation
1,19.5,19.5,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0,0.44880361049134515,Medium,Send promotional email
30,25.1,789.55,Female,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0,0.030539946808585815,Low,No action required
48,100.05,4834.0,Female,No,Yes,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0,0.3006358560746833,Medium,Send promotional email
55,55.7,3131.8,Female,No,Yes,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,0,0.08917305599054691,Low,No action required
37,91.15,3369.25,Male,No,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0,0.41967662529444527,Medium,Send promotional email
31,83.85,2674.15,Female,No,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0,0.4749603745747333,Medium,Send promotional email
4,45.9,199.75,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0,0.5535063684104599,Medium,Send promotional email
72,25.1,1790.8,Male,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),0,0.00875112300978597,Low,No action required
1,19.7,19.7,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,0.3104000582856205,Medium,Send promotional email
15,91.5,1400.3,Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,0.5760720299879979,Medium,Send promotional email
8,51.3,411.6,Male,No,Yes,Yes,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0,0.13835793796599533,Low,No action required
35,21.1,741.0,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,0.011651735892639813,Low,No action required
56,104.75,5841.35,Female,Yes,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,0,0.38355210552615465,Medium,Send promotional email
65,85.75,5688.45,Male,Yes,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0,0.05155038788931106,Low,No action required
2,20.3,31.9,Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,0.05295229445591504,Low,No action required
65,100.75,6674.65,Male,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,0,0.24417517345810608,Low,No action required
18,74.15,1345.75,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0,0.5321486799601702,Medium,Send promotional email
23,78.55,1843.05,Female,No,No,No,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,0,0.1051483835296493,Low,No action required
70,19.85,1433.8,Male,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,0.003486401177868666,Low,No action required
4,50.7,214.55,Female,No,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0,0.4745287030560403,Medium,Send promotional email
19,45.0,865.85,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0,0.2717178940115749,Low,No action required
18,77.8,1358.6,Female,No,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,0,0.36066401105829793,Medium,Send promotional email
38,83.45,3147.15,Female,Yes,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0,0.3372898298375782,Medium,Send promotional email
47,94.8,4535.85,Male,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),0,0.06228733893132043,Low,No action required
52,20.1,1078.75,Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0,0.006949564018333364,Low,No action required
9,59.9,542.4,Male,No,No,No,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,0,0.24784855740454856,Low,No action required
26,90.1,2312.55,Female,No,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),0,0.11447072643198285,Low,No action required
44,70.95,3250.45,Male,No,Yes,No,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,0,0.12160789862781553,Low,No action required
3,29.2,98.5,Female,No,No,No,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,0,0.3618328589757434,Medium,Send promotional email
2,46.6,87.9,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0,0.5160233998544875,Medium,Send promotional email
25,74.3,1952.25,Male,No,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0,0.2542489527021282,Low,No action required
2,69.3,153.8,Female,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0,0.6261508625599405,High,Offer premium support
58,94.3,5610.15,Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,0,0.2079460995298179,Low,No action required
59,76.45,4519.5,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,0,0.007867750400405856,Low,No action required
44,54.0,2440.25,Male,No,No,No,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,0,0.12294989230575598,Low,No action required
66,104.25,6860.6,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,0,0.32373907909746225,Medium,Send promotional email
68,19.95,1377.7,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0,0.00012592151854646776,Low,No action required
9,24.95,190.25,Male,No,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0,0.570347884011876,Medium,Send promotional email
19,84.75,1651.95,Male,No,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0,0.334878074936795,Medium,Send promotional email
4,19.75,78.3,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,0.10585855897444618,Low,No action required
70,113.65,7939.25,Female,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0,0.07786464403726054,Low,No action required
1,44.9,44.9,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0,0.509017200260206,Medium,Send promotional email
8,75.25,576.7,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0,0.6709112120407837,High,Offer premium support
53,24.6,1279.0,Male,No,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,0.024151656266130223,Low,No action required
51,25.0,1260.7,Male,Yes,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0,0.06708927846539162,Low,No action required
11,20.95,267.35,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),0,0.06641048029528504,Low,No action required
60,110.6,6586.85,Male,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0,0.0767399367231085,Low,No action required
17,55.5,934.15,Male,No,No,No,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0,0.19670197227808697,Low,No action required
1,19.45,19.45,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,0.2736498192614286,Low,No action required
43,84.85,3645.6,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0,0.569080857818168,Medium,Send promotional email
16,19.6,314.45,Female,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,0.11404151387725388,Low,No action required
57,53.45,3053.0,Female,No,Yes,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,0,0.01023015159122996,Low,No action required
37,19.8,677.05,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0,0.0014659288314127928,Low,No action required
72,112.1,7965.95,Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0,0.031989770246416895,Low,No action required
2,74.2,140.1,Male,Yes,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0,0.6055063110830591,High,Offer premium support
17,69.0,1108.0,Female,No,No,No,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,0,0.17627732240260463,Low,No action required
16,19.35,295.55,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0,0.021923915999806597,Low,No action required
10,19.8,198.25,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,0,0.029705225700900287,Low,No action required
64,109.2,6741.15,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0,0.028899429329794044,Low,No action required
1,79.15,79.15,Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,0,0.7864592176356316,High,Offer premium support
25,53.65,1355.45,Male,No,Yes,Yes,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,0,0.05586690395854773,Low,No action required
71,100.2,7209.0,Male,No,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),0,0.007621985867522105,Low,No action required
72,108.65,7726.35,Female,No,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0,0.009616700068848573,Low,No action required
49,40.65,2070.75,Female,No,Yes,No,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),0,0.1731098097050887,Low,No action required
29,55.35,1636.95,Male,No,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),0,0.0397163676253618,Low,No action required
72,105.6,7581.5,Male,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),0,0.07496080494510399,Low,No action required
50,95.7,4729.75,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,0.5923106509547856,Medium,Send promotional email
71,83.2,6126.1,Male,No,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,0,0.05364996240724723,Low,No action required
70,90.05,6333.4,Male,Yes,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0,0.025795189083641725,Low,No action required
71,97.65,6687.85,Male,No,No,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),0,0.13987423445977087,Low,No action required
61,68.05,4158.25,Male,No,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),0,0.0018656458082829638,Low,No action required
68,102.1,7149.35,Male,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),0,0.0697900520630887,Low,No action required
62,23.4,1429.65,Male,No,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0,0.013061518296629666,Low,No action required
7,71.05,472.65,Female,No,No,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0,0.6345744270108366,High,Offer premium support
6,19.45,113.5,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,0.021390509109805195,Low,No action required
33,59.45,1884.65,Female,Yes,No,No,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0,0.1876600094429926,Low,No action required
28,92.2,2568.15,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),0,0.03094206432237347,Low,No action required
27,19.85,470.0,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,0.013763778518124707,Low,No action required
7,43.9,278.4,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0,0.3160103678147679,Medium,Send promotional email
30,90.5,2595.85,Male,Yes,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0,0.30558228880626004,Medium,Send promotional email
63,90.45,5825.5,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),0,0.15307949212814087,Low,No action required
53,84.6,4449.75,Female,No,No,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,0,0.02543480797828135,Low,No action required
21,99.15,1956.4,Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0,0.40250435190274353,Medium,Send promotional email
17,19.95,310.6,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,0.010479168947780391,Low,No action required
16,20.5,290.55,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,0.0004081936434590297,Low,No action required
35,62.1,2096.1,Female,No,No,No,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0,0.20818951139393832,Low,No action required
32,79.5,2665.0,Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0,0.4435859240967646,Medium,Send promotional email
28,19.55,543.8,Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),0,0.050534894974865824,Low,No action required
1,20.35,20.35,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0,0.35751405894402594,Medium,Send promotional email
59,51.7,3005.8,Male,No,No,No,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0,0.2014088885827115,Low,No action required
72,23.3,1623.15,Female,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),0,0.0043243739485751935,Low,No action required
40,65.1,2586.0,Female,No,No,No,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,0,0.11483795053746974,Low,No action required
40,81.2,3292.3,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0,0.10576785142408554,Low,No action required
63,74.5,4674.55,Male,No,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),0,0.010856613071933635,Low,No action required
3,80.5,232.35,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0,0.7184465580718482,High,Offer personalized discount
40,60.3,2448.5,Male,No,Yes,Yes,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,0,0.04053447686719387,Low,No action required
8,75.0,658.1,Male,No,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,0,0.4150309320821808,Medium,Send promotional email
34,90.15,3128.8,Male,Yes,Yes,No,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,0,0.11150887276802848,Low,No action required
9,69.05,653.95,Male,No,Yes,No,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0,0.24862635672107486,Low,No action required
31,59.7,1825.5,Male,No,Yes,Yes,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),0,0.038130764310749174,Low,No action required
50,19.85,943.1,Female,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),0,0.0283339089346301,Low,No action required
9,40.75,359.4,Female,No,No,No,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,0,0.3053980561179891,Medium,Send promotional email
25,95.7,2338.35,Male,No,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0,0.370235293807979,Medium,Send promotional email
1,46.3,46.3,Male,Yes,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0,0.561762503309094,Medium,Send promotional email
45,81.3,3541.1,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,0,0.09401962715854979,Low,No action required
55,20.0,1087.25,Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0,0.03946188265263399,Low,No action required
38,66.15,2522.4,Female,No,No,No,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0,0.12576473255174797,Low,No action required
38,19.6,717.3,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,0,0.06690467645947923,Low,No action required
34,49.8,1734.2,Male,No,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0,0.1749415087205413,Low,No action required
70,101.75,7069.3,Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,0,0.27393401804822476,Low,No action required
13,55.15,742.9,Female,No,No,No,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,0,0.054308211189635636,Low,No action required
61,103.95,6423.0,Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,0,0.2720649156837655,Low,No action required
41,99.65,4220.35,Male,No,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0,0.0790275298202411,Low,No action required
21,73.7,1558.7,Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0,0.5543769308442964,Medium,Send promotional email
55,50.05,2743.45,Male,Yes,No,No,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),0,0.15501887487386004,Low,No action required
69,60.25,4055.5,Male,No,Yes,No,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0,0.012121754882915019,Low,No action required
69,87.3,6055.55,Female,Yes,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),0,0.14041383783770395,Low,No action required
47,54.25,2538.2,Male,No,Yes,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,0,0.07618312035539188,Low,No action required
72,85.3,6129.2,Female,No,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0,0.0016345475071819515,Low,No action required
33,50.0,1750.85,Male,Yes,Yes,No,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,0,0.19504604398716807,Low,No action required
72,90.95,6652.45,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0,0.001999544292468592,Low,No action required
37,72.25,2575.45,Male,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0,0.44433474136339846,Medium,Send promotional email
62,96.1,6019.35,Female,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0,0.0825938671186608,Low,No action required
71,19.85,1379.6,Female,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,0.0031249256049017656,Low,No action required
23,55.3,1284.2,Male,No,No,Yes,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),0,0.08318059663015359,Low,No action required
16,20.1,296.15,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,0.016270171138349176,Low,No action required
9,69.5,653.25,Male,No,No,No,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,0,0.19062680480123972,Low,No action required
17,25.15,412.6,Male,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0,0.02471870385099619,Low,No action required
24,79.65,1928.7,Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,0,0.44252490345307893,Medium,Send promotional email
1,71.25,71.25,Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0,0.7760818043823581,High,Offer premium support
72,113.8,7845.8,Male,Yes,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0,0.03237533752969786,Low,No action required
72,24.55,1750.7,Female,No,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,0,0.009249725067116181,Low,No action required
11,19.7,216.2,Female,No,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0,0.13595194269667096,Low,No action required
60,100.5,6029.0,Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),0,0.21726544351062066,Low,No action required
49,74.45,3721.9,Female,No,No,No,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0,0.024268795011669134,Low,No action required
30,104.1,3121.1,Female,Yes,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,0.5873573605748051,Medium,Send promotional email
53,19.05,990.45,Female,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0,0.032505655859686455,Low,No action required
39,25.0,1004.35,Male,No,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,0.003835455072677237,Low,No action required
9,19.05,157.65,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,0.09434452981099387,Low,No action required
39,81.9,3219.75,Male,No,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,0,0.09376298260440773,Low,No action required
8,69.7,572.85,Male,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0,0.607818287208377,High,Offer premium support
51,90.15,4554.85,Female,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,0,0.03431074399932973,Low,No action required
71,25.35,1847.55,Male,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,0.00042650103519668734,Low,No action required
71,24.65,1766.75,Male,Yes,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0,0.011263593339470373,Low,No action required
70,19.55,1462.05,Female,Yes,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),0,0.006773690212395595,Low,No action required
38,60.0,2193.2,Male,No,Yes,No,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0,0.016902307465796757,Low,No action required
28,89.9,2433.5,Female,No,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),0,0.36145856662768266,Medium,Send promotional email
32,19.4,641.15,Female,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),0,0.191460430161796,Low,No action required
49,49.8,2398.4,Male,Yes,Yes,No,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,0,0.1437396968638911,Low,No action required
37,24.1,861.85,Female,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0,0.004655019824678359,Low,No action required
10,54.25,583.0,Female,No,No,No,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,0,0.2917036513299015,Low,No action required
67,109.9,7332.4,Male,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),0,0.1584534004533583,Low,No action required
7,35.5,249.55,Male,No,No,No,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),0,0.14177036209857521,Low,No action required
51,87.55,4475.9,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),0,0.16750894202055666,Low,No action required
9,88.4,788.6,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,0,0.6647108210797437,High,Offer personalized discount
